,policy,category,fips,state,statename,year,month,day,adopted,ended
679,Religious gatherings exempt without clear social distance mandate*,shelter,20,KS,Kansas,,,,,False
680,Religious gatherings exempt without clear social distance mandate*,shelter,21,KY,Kentucky,,,,,False
681,Religious gatherings exempt without clear social distance mandate*,shelter,22,LA,Louisiana,,,,,False
682,Religious gatherings exempt without clear social distance mandate*,shelter,23,ME,Maine,,,,,False
683,Religious gatherings exempt without clear social distance mandate*,shelter,24,MD,Maryland,,,,,False
684,Religious gatherings exempt without clear social distance mandate*,shelter,25,MA,Massachusetts,,,,,False
685,Religious gatherings exempt without clear social distance mandate*,shelter,26,MI,Michigan,,,,,False
686,Religious gatherings exempt without clear social distance mandate*,shelter,27,MN,Minnesota,,,,,False
687,Religious gatherings exempt without clear social distance mandate*,shelter,28,MS,Mississippi,,,,,False
688,Religious gatherings exempt without clear social distance mandate*,shelter,29,MO,Missouri,,,,,False
689,Religious gatherings exempt without clear social distance mandate*,shelter,30,MT,Montana,,,,,False
690,Religious gatherings exempt without clear social distance mandate*,shelter,31,NE,Nebraska,,,,,False
691,Religious gatherings exempt without clear social distance mandate*,shelter,32,NV,Nevada,,,,,False
692,Religious gatherings exempt without clear social distance mandate*,shelter,33,NH,New Hampshire,,,,,False
693,Religious gatherings exempt without clear social distance mandate*,shelter,34,NJ,New Jersey,,,,,False
694,Religious gatherings exempt without clear social distance mandate*,shelter,35,NM,New Mexico,,,,,False
695,Religious gatherings exempt without clear social distance mandate*,shelter,36,NY,New York,,,,,False
696,Religious gatherings exempt without clear social distance mandate*,shelter,37,NC,North Carolina,,,,,False
697,Religious gatherings exempt without clear social distance mandate*,shelter,38,ND,North Dakota,,,,,False
698,Religious gatherings exempt without clear social distance mandate*,shelter,39,OH,Ohio,,,,,False
699,Religious gatherings exempt without clear social distance mandate*,shelter,40,OK,Oklahoma,,,,,False
700,Religious gatherings exempt without clear social distance mandate*,shelter,41,OR,Oregon,,,,,False
701,Religious gatherings exempt without clear social distance mandate*,shelter,42,PA,Pennsylvania,,,,,False
702,Religious gatherings exempt without clear social distance mandate*,shelter,44,RI,Rhode Island,,,,,False
703,Religious gatherings exempt without clear social distance mandate*,shelter,45,SC,South Carolina,,,,,False
704,Religious gatherings exempt without clear social distance mandate*,shelter,46,SD,South Dakota,,,,,False
705,Religious gatherings exempt without clear social distance mandate*,shelter,47,TN,Tennessee,,,,,False
706,Religious gatherings exempt without clear social distance mandate*,shelter,48,TX,Texas,,,,,False
707,Religious gatherings exempt without clear social distance mandate*,shelter,49,UT,Utah,,,,,False
708,Religious gatherings exempt without clear social distance mandate*,shelter,50,VT,Vermont,,,,,False
709,Religious gatherings exempt without clear social distance mandate*,shelter,51,VA,Virginia,,,,,False
710,Religious gatherings exempt without clear social distance mandate*,shelter,53,WA,Washington,,,,,False
711,Religious gatherings exempt without clear social distance mandate*,shelter,54,WV,West Virginia,,,,,False
712,Religious gatherings exempt without clear social distance mandate*,shelter,55,WI,Wisconsin,,,,,False
713,Religious gatherings exempt without clear social distance mandate*,shelter,56,WY,Wyoming,,,,,False
8007,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,1,AL,Alabama,,,,1.0,False
8008,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,2,AK,Alaska,,,,1.0,False
8009,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,4,AZ,Arizona,,,,1.0,False
8010,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,5,AR,Arkansas,,,,1.0,False
8011,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,6,CA,California,2020,03,20,1.0,False
8012,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,8,CO,Colorado,2020,03,20,1.0,False
8013,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,9,CT,Connecticut,2020,03,19,1.0,False
8014,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,10,DE,Delaware,,,,1.0,False
8015,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,11,DC,District of Columbia,2020,04,06,1.0,False
8016,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,12,FL,Florida,,,,1.0,False
8017,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,13,GA,Georgia,,,,1.0,False
8018,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,15,HI,Hawaii,,,,1.0,False
8019,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,16,ID,Idaho,,,,1.0,False
8020,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,17,IL,Illinois,,,,1.0,False
8021,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,18,IN,Indiana,,,,1.0,False
8022,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,19,IA,Iowa,,,,1.0,False
8023,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,20,KS,Kansas,,,,1.0,False
8024,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,21,KY,Kentucky,,,,1.0,False
8025,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,22,LA,Louisiana,,,,1.0,False
8026,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,23,ME,Maine,,,,1.0,False
8027,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,24,MD,Maryland,2020,04,01,1.0,False
8028,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,25,MA,Massachusetts,2020,03,11,1.0,False
8029,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,26,MI,Michigan,,,,1.0,False
8030,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,27,MN,Minnesota,2020,03,20,1.0,False
8031,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,28,MS,Mississippi,,,,1.0,False
8032,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,29,MO,Missouri,,,,1.0,False
8033,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,30,MT,Montana,,,,1.0,False
8034,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,31,NE,Nebraska,,,,1.0,False
8035,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,32,NV,Nevada,2020,03,17,1.0,False
8036,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,33,NH,New Hampshire,,,,1.0,False
8037,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,34,NJ,New Jersey,,,,1.0,False
8038,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,35,NM,New Mexico,,,,1.0,False
8039,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,36,NY,New York,2020,03,16,1.0,False
8040,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,37,NC,North Carolina,,,,1.0,False
8041,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,38,ND,North Dakota,,,,1.0,False
8042,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,39,OH,Ohio,,,,1.0,False
8043,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,40,OK,Oklahoma,,,,1.0,False
8044,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,41,OR,Oregon,,,,1.0,False
8045,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,42,PA,Pennsylvania,,,,1.0,False
8046,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,44,RI,Rhode Island,2020,03,14,1.0,False
8047,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,45,SC,South Carolina,,,,1.0,False
8048,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,46,SD,South Dakota,,,,1.0,False
8049,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,47,TN,Tennessee,,,,1.0,False
8050,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,48,TX,Texas,,,,1.0,False
8051,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,49,UT,Utah,,,,1.0,False
8052,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,50,VT,Vermont,2020,03,20,1.0,False
8053,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,51,VA,Virginia,,,,1.0,False
8054,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,53,WA,Washington,2020,03,10,1.0,False
8055,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,54,WV,West Virginia,,,,1.0,False
8056,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,55,WI,Wisconsin,,,,1.0,False
8057,Reopened ACA enrollment using a special enrollment period,healthcare_delivery,56,WY,Wyoming,,,,1.0,False
2805,Reopened bars (x2),closure,1,AL,Alabama,,,,0.0,False
2806,Reopened bars (x2),closure,2,AK,Alaska,,,,0.0,False
2807,Reopened bars (x2),closure,4,AZ,Arizona,2021,03,25,0.0,False
2808,Reopened bars (x2),closure,5,AR,Arkansas,,,,0.0,False
2809,Reopened bars (x2),closure,6,CA,California,,,,0.0,False
2810,Reopened bars (x2),closure,8,CO,Colorado,2021,04,26,0.0,False
2811,Reopened bars (x2),closure,9,CT,Connecticut,,,,0.0,False
2812,Reopened bars (x2),closure,10,DE,Delaware,2020,09,04,0.0,False
2813,Reopened bars (x2),closure,11,DC,District of Columbia,2021,01,22,0.0,False
2814,Reopened bars (x2),closure,12,FL,Florida,2020,09,14,0.0,False
2815,Reopened bars (x2),closure,13,GA,Georgia,,,,0.0,False
2816,Reopened bars (x2),closure,15,HI,Hawaii,,,,0.0,False
2817,Reopened bars (x2),closure,16,ID,Idaho,,,,0.0,False
2818,Reopened bars (x2),closure,17,IL,Illinois,2021,02,04,0.0,False
2819,Reopened bars (x2),closure,18,IN,Indiana,,,,0.0,False
2820,Reopened bars (x2),closure,19,IA,Iowa,2020,10,05,0.0,False
2821,Reopened bars (x2),closure,20,KS,Kansas,,,,0.0,False
2822,Reopened bars (x2),closure,21,KY,Kentucky,2020,08,11,0.0,False
2823,Reopened bars (x2),closure,22,LA,Louisiana,2021,03,03,0.0,False
2824,Reopened bars (x2),closure,23,ME,Maine,,,,0.0,False
2825,Reopened bars (x2),closure,24,MD,Maryland,,,,0.0,False
2826,Reopened bars (x2),closure,25,MA,Massachusetts,,,,0.0,False
2827,Reopened bars (x2),closure,26,MI,Michigan,2020,10,09,0.0,False
2828,Reopened bars (x2),closure,27,MN,Minnesota,2021,01,11,0.0,False
2829,Reopened bars (x2),closure,28,MS,Mississippi,,,,0.0,False
2830,Reopened bars (x2),closure,29,MO,Missouri,,,,0.0,False
2831,Reopened bars (x2),closure,30,MT,Montana,,,,0.0,False
2832,Reopened bars (x2),closure,31,NE,Nebraska,,,,0.0,False
2833,Reopened bars (x2),closure,32,NV,Nevada,2020,09,21,0.0,False
2834,Reopened bars (x2),closure,33,NH,New Hampshire,,,,0.0,False
2835,Reopened bars (x2),closure,34,NJ,New Jersey,,,,0.0,False
2836,Reopened bars (x2),closure,35,NM,New Mexico,,,,0.0,False
2837,Reopened bars (x2),closure,36,NY,New York,,,,0.0,False
2838,Reopened bars (x2),closure,37,NC,North Carolina,,,,0.0,False
2839,Reopened bars (x2),closure,38,ND,North Dakota,,,,0.0,False
2840,Reopened bars (x2),closure,39,OH,Ohio,,,,0.0,False
2841,Reopened bars (x2),closure,40,OK,Oklahoma,,,,0.0,False
2842,Reopened bars (x2),closure,41,OR,Oregon,2021,05,07,0.0,False
2843,Reopened bars (x2),closure,42,PA,Pennsylvania,2021,04,04,0.0,False
2844,Reopened bars (x2),closure,44,RI,Rhode Island,2021,02,12,0.0,False
2845,Reopened bars (x2),closure,45,SC,South Carolina,,,,0.0,False
2846,Reopened bars (x2),closure,46,SD,South Dakota,,,,0.0,False
2847,Reopened bars (x2),closure,47,TN,Tennessee,,,,0.0,False
2848,Reopened bars (x2),closure,48,TX,Texas,2020,10,14,0.0,False
2849,Reopened bars (x2),closure,49,UT,Utah,,,,0.0,False
2850,Reopened bars (x2),closure,50,VT,Vermont,2021,03,24,0.0,False
2851,Reopened bars (x2),closure,51,VA,Virginia,,,,0.0,False
2852,Reopened bars (x2),closure,53,WA,Washington,2021,03,11,0.0,False
2853,Reopened bars (x2),closure,54,WV,West Virginia,2020,08,31,0.0,False
2854,Reopened bars (x2),closure,55,WI,Wisconsin,,,,0.0,False
2855,Reopened bars (x2),closure,56,WY,Wyoming,,,,0.0,False
2856,Reopened gyms (x2),closure,1,AL,Alabama,,,,0.0,False
2857,Reopened gyms (x2),closure,2,AK,Alaska,,,,0.0,False
2858,Reopened gyms (x2),closure,4,AZ,Arizona,2021,03,05,0.0,False
2859,Reopened gyms (x2),closure,5,AR,Arkansas,,,,0.0,False
2860,Reopened gyms (x2),closure,6,CA,California,,,,0.0,False
2861,Reopened gyms (x2),closure,8,CO,Colorado,,,,0.0,False
2862,Reopened gyms (x2),closure,9,CT,Connecticut,,,,0.0,False
2863,Reopened gyms (x2),closure,10,DE,Delaware,,,,0.0,False
2864,Reopened gyms (x2),closure,11,DC,District of Columbia,,,,0.0,False
2865,Reopened gyms (x2),closure,12,FL,Florida,,,,0.0,False
2866,Reopened gyms (x2),closure,13,GA,Georgia,,,,0.0,False
2867,Reopened gyms (x2),closure,15,HI,Hawaii,,,,0.0,False
2868,Reopened gyms (x2),closure,16,ID,Idaho,,,,0.0,False
2869,Reopened gyms (x2),closure,17,IL,Illinois,,,,0.0,False
2870,Reopened gyms (x2),closure,18,IN,Indiana,,,,0.0,False
2871,Reopened gyms (x2),closure,19,IA,Iowa,,,,0.0,False
2872,Reopened gyms (x2),closure,20,KS,Kansas,,,,0.0,False
2873,Reopened gyms (x2),closure,21,KY,Kentucky,,,,0.0,False
2874,Reopened gyms (x2),closure,22,LA,Louisiana,,,,0.0,False
2875,Reopened gyms (x2),closure,23,ME,Maine,,,,0.0,False
2876,Reopened gyms (x2),closure,24,MD,Maryland,,,,0.0,False
2877,Reopened gyms (x2),closure,25,MA,Massachusetts,,,,0.0,False
2878,Reopened gyms (x2),closure,26,MI,Michigan,,,,0.0,False
2879,Reopened gyms (x2),closure,27,MN,Minnesota,2020,12,18,0.0,False
2880,Reopened gyms (x2),closure,28,MS,Mississippi,,,,0.0,False
2881,Reopened gyms (x2),closure,29,MO,Missouri,,,,0.0,False
2882,Reopened gyms (x2),closure,30,MT,Montana,,,,0.0,False
2883,Reopened gyms (x2),closure,31,NE,Nebraska,,,,0.0,False
2884,Reopened gyms (x2),closure,32,NV,Nevada,,,,0.0,False
2885,Reopened gyms (x2),closure,33,NH,New Hampshire,,,,0.0,False
2886,Reopened gyms (x2),closure,34,NJ,New Jersey,,,,0.0,False
2887,Reopened gyms (x2),closure,35,NM,New Mexico,2020,12,02,0.0,False
2888,Reopened gyms (x2),closure,36,NY,New York,,,,0.0,False
2889,Reopened gyms (x2),closure,37,NC,North Carolina,,,,0.0,False
2890,Reopened gyms (x2),closure,38,ND,North Dakota,,,,0.0,False
2891,Reopened gyms (x2),closure,39,OH,Ohio,,,,0.0,False
2892,Reopened gyms (x2),closure,40,OK,Oklahoma,,,,0.0,False
2893,Reopened gyms (x2),closure,41,OR,Oregon,2021,01,29,0.0,False
2894,Reopened gyms (x2),closure,42,PA,Pennsylvania,2021,01,04,0.0,False
2895,Reopened gyms (x2),closure,44,RI,Rhode Island,2020,12,21,0.0,False
2896,Reopened gyms (x2),closure,45,SC,South Carolina,,,,0.0,False
2897,Reopened gyms (x2),closure,46,SD,South Dakota,,,,0.0,False
2898,Reopened gyms (x2),closure,47,TN,Tennessee,,,,0.0,False
2899,Reopened gyms (x2),closure,48,TX,Texas,,,,0.0,False
2900,Reopened gyms (x2),closure,49,UT,Utah,,,,0.0,False
2901,Reopened gyms (x2),closure,50,VT,Vermont,,,,0.0,False
2902,Reopened gyms (x2),closure,51,VA,Virginia,,,,0.0,False
2903,Reopened gyms (x2),closure,53,WA,Washington,2021,02,14,0.0,False
2904,Reopened gyms (x2),closure,54,WV,West Virginia,,,,0.0,False
2905,Reopened gyms (x2),closure,55,WI,Wisconsin,,,,0.0,False
2906,Reopened gyms (x2),closure,56,WY,Wyoming,,,,0.0,False
2244,Reopened hair salons/barber shops,reopening,1,AL,Alabama,2020,05,11,0.0,False
2245,Reopened hair salons/barber shops,reopening,2,AK,Alaska,2020,04,24,0.0,False
2246,Reopened hair salons/barber shops,reopening,4,AZ,Arizona,2020,05,08,0.0,False
2247,Reopened hair salons/barber shops,reopening,5,AR,Arkansas,2020,05,06,0.0,False
2248,Reopened hair salons/barber shops,reopening,6,CA,California,2020,08,28,0.0,False
2249,Reopened hair salons/barber shops,reopening,8,CO,Colorado,2020,05,01,0.0,False
2250,Reopened hair salons/barber shops,reopening,9,CT,Connecticut,2020,06,01,0.0,False
2251,Reopened hair salons/barber shops,reopening,10,DE,Delaware,2020,06,08,0.0,False
2252,Reopened hair salons/barber shops,reopening,11,DC,District of Columbia,2020,05,29,0.0,False
2253,Reopened hair salons/barber shops,reopening,12,FL,Florida,2020,05,11,0.0,False
2254,Reopened hair salons/barber shops,reopening,13,GA,Georgia,2020,04,24,0.0,False
2255,Reopened hair salons/barber shops,reopening,15,HI,Hawaii,2020,05,29,0.0,False
2256,Reopened hair salons/barber shops,reopening,16,ID,Idaho,2020,05,16,0.0,False
2257,Reopened hair salons/barber shops,reopening,17,IL,Illinois,2020,05,29,0.0,False
2258,Reopened hair salons/barber shops,reopening,18,IN,Indiana,2020,05,18,0.0,False
2259,Reopened hair salons/barber shops,reopening,19,IA,Iowa,2020,05,15,0.0,False
2260,Reopened hair salons/barber shops,reopening,20,KS,Kansas,2020,05,18,0.0,False
2261,Reopened hair salons/barber shops,reopening,21,KY,Kentucky,2020,05,25,0.0,False
2262,Reopened hair salons/barber shops,reopening,22,LA,Louisiana,2020,05,15,0.0,False
2263,Reopened hair salons/barber shops,reopening,23,ME,Maine,2020,06,17,0.0,False
2264,Reopened hair salons/barber shops,reopening,24,MD,Maryland,2020,05,15,0.0,False
2265,Reopened hair salons/barber shops,reopening,25,MA,Massachusetts,2020,05,25,0.0,False
2266,Reopened hair salons/barber shops,reopening,26,MI,Michigan,2020,06,15,0.0,False
2267,Reopened hair salons/barber shops,reopening,27,MN,Minnesota,2020,06,01,0.0,False
2268,Reopened hair salons/barber shops,reopening,28,MS,Mississippi,2020,05,11,0.0,False
2269,Reopened hair salons/barber shops,reopening,29,MO,Missouri,2020,05,04,0.0,False
2270,Reopened hair salons/barber shops,reopening,30,MT,Montana,2020,04,27,0.0,False
2271,Reopened hair salons/barber shops,reopening,31,NE,Nebraska,2020,06,01,0.0,False
2272,Reopened hair salons/barber shops,reopening,32,NV,Nevada,2020,05,09,0.0,False
2273,Reopened hair salons/barber shops,reopening,33,NH,New Hampshire,2020,05,11,0.0,False
2274,Reopened hair salons/barber shops,reopening,34,NJ,New Jersey,2020,06,22,0.0,False
2275,Reopened hair salons/barber shops,reopening,35,NM,New Mexico,2020,06,01,0.0,False
2276,Reopened hair salons/barber shops,reopening,36,NY,New York,2020,06,22,0.0,False
2277,Reopened hair salons/barber shops,reopening,37,NC,North Carolina,2020,05,22,0.0,False
2278,Reopened hair salons/barber shops,reopening,38,ND,North Dakota,2020,05,01,0.0,False
2279,Reopened hair salons/barber shops,reopening,39,OH,Ohio,2020,05,15,0.0,False
2280,Reopened hair salons/barber shops,reopening,40,OK,Oklahoma,2020,04,24,0.0,False
2281,Reopened hair salons/barber shops,reopening,41,OR,Oregon,2020,06,19,0.0,False
2282,Reopened hair salons/barber shops,reopening,42,PA,Pennsylvania,2020,07,03,0.0,False
2283,Reopened hair salons/barber shops,reopening,44,RI,Rhode Island,2020,06,01,0.0,False
2284,Reopened hair salons/barber shops,reopening,45,SC,South Carolina,2020,05,18,0.0,False
2285,Reopened hair salons/barber shops,reopening,46,SD,South Dakota,,,,0.0,False
2286,Reopened hair salons/barber shops,reopening,47,TN,Tennessee,2020,05,06,0.0,False
2287,Reopened hair salons/barber shops,reopening,48,TX,Texas,2020,05,08,0.0,False
2288,Reopened hair salons/barber shops,reopening,49,UT,Utah,2020,05,01,0.0,False
2289,Reopened hair salons/barber shops,reopening,50,VT,Vermont,2020,05,29,0.0,False
2290,Reopened hair salons/barber shops,reopening,51,VA,Virginia,2020,05,29,0.0,False
2291,Reopened hair salons/barber shops,reopening,53,WA,Washington,2020,07,03,0.0,False
2292,Reopened hair salons/barber shops,reopening,54,WV,West Virginia,2020,05,04,0.0,False
2293,Reopened hair salons/barber shops,reopening,55,WI,Wisconsin,2020,05,13,0.0,False
2294,Reopened hair salons/barber shops,reopening,56,WY,Wyoming,2020,05,01,0.0,False
2907,Reopened hair salons/barber shops (x2),,1,AL,Alabama,,,,0.0,False
2908,Reopened hair salons/barber shops (x2),,2,AK,Alaska,,,,0.0,False
2909,Reopened hair salons/barber shops (x2),,4,AZ,Arizona,,,,0.0,False
2910,Reopened hair salons/barber shops (x2),,5,AR,Arkansas,,,,0.0,False
2911,Reopened hair salons/barber shops (x2),,6,CA,California,,,,0.0,False
2912,Reopened hair salons/barber shops (x2),,8,CO,Colorado,,,,0.0,False
2913,Reopened hair salons/barber shops (x2),,9,CT,Connecticut,,,,0.0,False
2914,Reopened hair salons/barber shops (x2),,10,DE,Delaware,,,,0.0,False
2915,Reopened hair salons/barber shops (x2),,11,DC,District of Columbia,,,,0.0,False
2916,Reopened hair salons/barber shops (x2),,12,FL,Florida,,,,0.0,False
2917,Reopened hair salons/barber shops (x2),,13,GA,Georgia,,,,0.0,False
2918,Reopened hair salons/barber shops (x2),,15,HI,Hawaii,,,,0.0,False
2919,Reopened hair salons/barber shops (x2),,16,ID,Idaho,,,,0.0,False
2920,Reopened hair salons/barber shops (x2),,17,IL,Illinois,,,,0.0,False
2921,Reopened hair salons/barber shops (x2),,18,IN,Indiana,,,,0.0,False
2922,Reopened hair salons/barber shops (x2),,19,IA,Iowa,,,,0.0,False
2923,Reopened hair salons/barber shops (x2),,20,KS,Kansas,,,,0.0,False
2924,Reopened hair salons/barber shops (x2),,21,KY,Kentucky,,,,0.0,False
2925,Reopened hair salons/barber shops (x2),,22,LA,Louisiana,,,,0.0,False
2926,Reopened hair salons/barber shops (x2),,23,ME,Maine,,,,0.0,False
2927,Reopened hair salons/barber shops (x2),,24,MD,Maryland,,,,0.0,False
2928,Reopened hair salons/barber shops (x2),,25,MA,Massachusetts,,,,0.0,False
2929,Reopened hair salons/barber shops (x2),,26,MI,Michigan,,,,0.0,False
2930,Reopened hair salons/barber shops (x2),,27,MN,Minnesota,,,,0.0,False
2931,Reopened hair salons/barber shops (x2),,28,MS,Mississippi,,,,0.0,False
2932,Reopened hair salons/barber shops (x2),,29,MO,Missouri,,,,0.0,False
2933,Reopened hair salons/barber shops (x2),,30,MT,Montana,,,,0.0,False
2934,Reopened hair salons/barber shops (x2),,31,NE,Nebraska,,,,0.0,False
2935,Reopened hair salons/barber shops (x2),,32,NV,Nevada,,,,0.0,False
2936,Reopened hair salons/barber shops (x2),,33,NH,New Hampshire,,,,0.0,False
2937,Reopened hair salons/barber shops (x2),,34,NJ,New Jersey,,,,0.0,False
2938,Reopened hair salons/barber shops (x2),,35,NM,New Mexico,2020,11,30,0.0,False
2939,Reopened hair salons/barber shops (x2),,36,NY,New York,,,,0.0,False
2940,Reopened hair salons/barber shops (x2),,37,NC,North Carolina,,,,0.0,False
2941,Reopened hair salons/barber shops (x2),,38,ND,North Dakota,,,,0.0,False
2942,Reopened hair salons/barber shops (x2),,39,OH,Ohio,,,,0.0,False
2943,Reopened hair salons/barber shops (x2),,40,OK,Oklahoma,,,,0.0,False
2944,Reopened hair salons/barber shops (x2),,41,OR,Oregon,,,,0.0,False
2945,Reopened hair salons/barber shops (x2),,42,PA,Pennsylvania,,,,0.0,False
2946,Reopened hair salons/barber shops (x2),,44,RI,Rhode Island,,,,0.0,False
2947,Reopened hair salons/barber shops (x2),,45,SC,South Carolina,,,,0.0,False
2948,Reopened hair salons/barber shops (x2),,46,SD,South Dakota,,,,0.0,False
2949,Reopened hair salons/barber shops (x2),,47,TN,Tennessee,,,,0.0,False
2950,Reopened hair salons/barber shops (x2),,48,TX,Texas,,,,0.0,False
2951,Reopened hair salons/barber shops (x2),,49,UT,Utah,,,,0.0,False
2952,Reopened hair salons/barber shops (x2),,50,VT,Vermont,,,,0.0,False
2953,Reopened hair salons/barber shops (x2),,51,VA,Virginia,,,,0.0,False
2954,Reopened hair salons/barber shops (x2),,53,WA,Washington,,,,0.0,False
2955,Reopened hair salons/barber shops (x2),,54,WV,West Virginia,,,,0.0,False
2956,Reopened hair salons/barber shops (x2),,55,WI,Wisconsin,,,,0.0,False
2957,Reopened hair salons/barber shops (x2),,56,WY,Wyoming,,,,0.0,False
2958,Reopened movie theaters (x2),closure,1,AL,Alabama,,,,0.0,False
2959,Reopened movie theaters (x2),closure,2,AK,Alaska,,,,0.0,False
2960,Reopened movie theaters (x2),closure,4,AZ,Arizona,2021,03,05,0.0,False
2961,Reopened movie theaters (x2),closure,5,AR,Arkansas,,,,0.0,False
2962,Reopened movie theaters (x2),closure,6,CA,California,,,,0.0,False
2963,Reopened movie theaters (x2),closure,8,CO,Colorado,,,,0.0,False
2964,Reopened movie theaters (x2),closure,9,CT,Connecticut,,,,0.0,False
2965,Reopened movie theaters (x2),closure,10,DE,Delaware,,,,0.0,False
2966,Reopened movie theaters (x2),closure,11,DC,District of Columbia,,,,0.0,False
2967,Reopened movie theaters (x2),closure,12,FL,Florida,,,,0.0,False
2968,Reopened movie theaters (x2),closure,13,GA,Georgia,,,,0.0,False
2969,Reopened movie theaters (x2),closure,15,HI,Hawaii,,,,0.0,False
2970,Reopened movie theaters (x2),closure,16,ID,Idaho,,,,0.0,False
2971,Reopened movie theaters (x2),closure,17,IL,Illinois,2021,02,04,0.0,False
2972,Reopened movie theaters (x2),closure,18,IN,Indiana,,,,0.0,False
2973,Reopened movie theaters (x2),closure,19,IA,Iowa,,,,0.0,False
2974,Reopened movie theaters (x2),closure,20,KS,Kansas,,,,0.0,False
2975,Reopened movie theaters (x2),closure,21,KY,Kentucky,,,,0.0,False
2976,Reopened movie theaters (x2),closure,22,LA,Louisiana,,,,0.0,False
2977,Reopened movie theaters (x2),closure,23,ME,Maine,,,,0.0,False
2978,Reopened movie theaters (x2),closure,24,MD,Maryland,,,,0.0,False
2979,Reopened movie theaters (x2),closure,25,MA,Massachusetts,,,,0.0,False
2980,Reopened movie theaters (x2),closure,26,MI,Michigan,2020,12,21,0.0,False
2981,Reopened movie theaters (x2),closure,27,MN,Minnesota,2021,01,11,0.0,False
2982,Reopened movie theaters (x2),closure,28,MS,Mississippi,,,,0.0,False
2983,Reopened movie theaters (x2),closure,29,MO,Missouri,,,,0.0,False
2984,Reopened movie theaters (x2),closure,30,MT,Montana,,,,0.0,False
2985,Reopened movie theaters (x2),closure,31,NE,Nebraska,,,,0.0,False
2986,Reopened movie theaters (x2),closure,32,NV,Nevada,,,,0.0,False
2987,Reopened movie theaters (x2),closure,33,NH,New Hampshire,,,,0.0,False
2988,Reopened movie theaters (x2),closure,34,NJ,New Jersey,,,,0.0,False
2989,Reopened movie theaters (x2),closure,35,NM,New Mexico,,,,0.0,False
2990,Reopened movie theaters (x2),closure,36,NY,New York,,,,0.0,False
2991,Reopened movie theaters (x2),closure,37,NC,North Carolina,,,,0.0,False
2992,Reopened movie theaters (x2),closure,38,ND,North Dakota,,,,0.0,False
2993,Reopened movie theaters (x2),closure,39,OH,Ohio,,,,0.0,False
2994,Reopened movie theaters (x2),closure,40,OK,Oklahoma,,,,0.0,False
2995,Reopened movie theaters (x2),closure,41,OR,Oregon,,,,0.0,False
2996,Reopened movie theaters (x2),closure,42,PA,Pennsylvania,2021,01,04,0.0,False
2997,Reopened movie theaters (x2),closure,44,RI,Rhode Island,2020,12,21,0.0,False
2998,Reopened movie theaters (x2),closure,45,SC,South Carolina,,,,0.0,False
2999,Reopened movie theaters (x2),closure,46,SD,South Dakota,,,,0.0,False
